Escherichia coli str. K-12 substr. MG1655, complete genome. - 1..4641652
4140 proteins
Location	Strand	Length	PID	Gene	Synonym	Code	COG	Product
3525589..3526149	-	186	1789800	nudE	b3397	-	-	adenosine nucleotide hydrolase; substrates include Ap3A, Ap2A, ADP-ribose, NADH
3526469..3528604	+	711	1789801	yrfF	b3398	-	-	inner membrane protein
3528669..3529337	+	222	87082259	yrfG	b3399	-	-	GMP/IMP nucleotidase
3529348..3529749	+	133	1789803	hslR	b3400	-	-	ribosome-associated heat shock protein Hsp15
3529774..3530652	+	292	87082260	hslO	b3401	-	-	heat shock protein Hsp33
3530715..3532439	-	574	1789805	yhgE	b3402	-	-	DUF4153 family putative inner membrane protein
3532818..3534440	+	540	1789807	pck	b3403	-	-	phosphoenolpyruvate carboxykinase
3534516..3535868	-	450	1789808	envZ	b3404	-	-	sensory histidine kinase in two-component regulatory system with OmpR
3535865..3536584	-	239	1789809	ompR	b3405	-	-	response regulator in two-component regulatory system with EnvZ
3536812..3537288	+	158	87082261	greB	b3406	-	-	transcript cleavage factor
3537385..3539706	+	773	87082262	yhgF	b3407	-	-	putative transcriptional accessory protein
3540163..3540390	+	75	1789812	feoA	b3408	-	-	ferrous iron transporter, protein A
3540407..3542728	+	773	1789813	feoB	b3409	-	-	fused ferrous iron transporter, protein B: GTP-binding protein/membrane protein
3542728..3542964	+	78	1789814	feoC	b3410	-	-	putative DNA-binding transcriptional regulator
3543167..3544045	+	292	1789816	yhgA	b3411	-	-	transposase_31 family protein
3544074..3544844	-	256	1789817	bioH	b3412	-	-	pimeloyl-ACP methyl ester carboxylesterase
3544882..3545565	+	227	87082263	gntX	b3413	-	-	DNA catabolic protein
3545624..3546199	+	191	1789819	nfuA	b3414	-	-	Fe/S biogenesis protein; putative scaffold/chaperone for damaged Fe/S proteins
3546559..3547875	+	438	48994935	gntT	b3415	-	-	gluconate transporter, high-affinity GNT I system
3547986..3550070	-	694	1789821	malQ	b3416	-	-	4-alpha-glucanotransferase (amylomaltase)
3550080..3552473	-	797	48994936	malP	b3417	-	-	maltodextrin phosphorylase
3553085..3555790	+	901	2367223	malT	b3418	-	-	mal regulon transcriptional activator
3555833..3556849	-	338	48994937	rtcA	b4475	-	-	RNA 3'-terminal phosphate cyclase
3556853..3558079	-	408	2367224	rtcB	b3421	-	-	RNA-splicing ligase
3558268..3559866	+	532	1789828	rtcR	b3422	-	-	sigma 54-dependent transcriptional regulator of rtcBA expression
3560622..3561452	-	276	48994938	glpG	b3424	-	-	rhomboid intramembrane serine protease
3561497..3561823	-	108	1789831	glpE	b3425	-	-	thiosulfate:cyanide sulfurtransferase (rhodanese)
3562013..3563518	+	501	2367226	glpD	b3426	-	-	sn-glycerol-3-phosphate dehydrogenase, aerobic, FAD/NAD(P)-binding
3564134..3566581	-	815	2367228	glgP	b3428	-	-	glycogen phosphorylase
3566600..3568033	-	477	1789836	glgA	b3429	-	-	glycogen synthase
3568033..3569328	-	431	1789837	glgC	b3430	-	-	glucose-1-phosphate adenylyltransferase
3569346..3571319	-	657	2367229	glgX	b3431	-	-	glycogen debranching enzyme
3571316..3573502	-	728	1789839	glgB	b3432	-	-	1,4-alpha-glucan branching enzyme
3573775..3574878	-	367	1789841	asd	b3433	-	-	aspartate-semialdehyde dehydrogenase, NAD(P)-binding
3575071..3575664	+	197	1789842	yhgN	b3434	-	-	UPF0056 family inner membrane protein
3575721..3577061	-	446	48994939	gntU	b4476	-	-	gluconate transporter, low affinity GNT 1 system
3577065..3577592	-	175	87082265	gntK	b3437	-	-	gluconate kinase 2
3577731..3578726	-	331	48994940	gntR	b3438	-	-	d-gluconate inducible gluconate regulon transcriptional repressor
3578950..3579645	-	231	1789847	yhhW	b3439	-	-	quercetinase activity in vitro
3579768..3580805	-	345	1789848	yhhX	b3440	-	-	putative oxidoreductase
3581138..3581626	+	162	1789849	yhhY	b3441	-	-	putative acetyltransferase
3581863..3583041	+	392	1789850	yhhZ	b3442	-	-	putative Hcp1 family polymorphic toxin protein; putative colicin-like DNase/tRNase activity
3583483..3583758	+	91	1789852	insA	b3444	-	-	IS1 repressor TnpA
3583677..3584180	+	167	1789853	insB1	b3445	-	-	IS1 transposase B
3584759..3585043	+	94	1789855	yrhB	b3446	-	-	stable heat shock chaperone
3585081..3586823	-	580	1789856	ggt	b3447	-	-	gamma-glutamyltranspeptidase
3586943..3587383	+	146	1789857	yhhA	b3448	-	-	DUF2756 family protein
3587370..3588113	-	247	1789858	ugpQ	b3449	-	-	glycerophosphodiester phosphodiesterase, cytosolic
3588110..3589180	-	356	87082267	ugpC	b3450	-	-	glycerol-3-phosphate transporter subunit
3589182..3590027	-	281	1789860	ugpE	b3451	-	-	glycerol-3-phosphate transporter subunit
3590024..3590911	-	295	1789861	ugpA	b3452	-	-	glycerol-3-phosphate transporter subunit
3591009..3592325	-	438	1789862	ugpB	b3453	-	-	glycerol-3-phosphate transporter subunit
3592724..3593437	-	237	87082268	livF	b3454	-	-	leucine/isoleucine/valine transporter subunit
3593439..3594206	-	255	1789864	livG	b3455	-	-	leucine/isoleucine/valine transporter subunit
3594203..3595480	-	425	1789865	livM	b3456	-	-	leucine/isoleucine/valine transporter subunit
3595477..3596403	-	308	1789866	livH	b3457	-	-	leucine/isoleucine/valine transporter subunit
3596451..3597560	-	369	1789867	livK	b3458	-	-	leucine transporter subunit
3597984..3598367	+	127	1789869	panM	b3459	-	-	PanD autocleavage accelerator, panothenate synthesis
3598555..3599658	-	367	48994941	livJ	b3460	-	-	leucine/isoleucine/valine transporter subunit
3599929..3600783	-	284	1789871	rpoH	b3461	-	-	RNA polymerase, sigma 32 (sigma H) factor
3601028..3602086	-	352	1789872	ftsX	b3462	-	-	inner membrane putative ABC superfamily transporter permease
3602079..3602747	-	222	1789873	ftsE	b3463	-	-	putative ABC superfamily transporter ATP-binding subunit
3602750..3604243	-	497	1789874	ftsY	b3464	-	-	Signal Recognition Particle (SRP) receptor
3604393..3604989	+	198	1789875	rsmD	b3465	-	-	16S rRNA m(2)G966 methyltransferase, SAM-dependent
3604979..3605248	+	89	1789876	yhhL	b3466	-	-	DUF1145 family protein
3605251..3605610	-	119	1789877	yhhM	b3467	-	-	DUF2500 family protein
3605751..3606377	+	208	1789878	yhhN	b3468	-	-	TMEM86 family putative inner membrane protein
3606451..3608649	+	732	1789879	zntA	b3469	-	-	zinc, cobalt and lead efflux system
3608751..3608996	-	81	1789881	tusA	b3470	-	-	mnm(5)-s(2)U34-tRNA 2-thiolation sulfurtransferase
3609217..3609882	+	221	1789882	yhhQ	b3471	-	-	DUF165 family inner membrane protein
3609955..3610512	+	185	87082269	dcrB	b3472	-	-	putative lipoprotein
3610516..3611733	-	405	87082270	yhhS	b3473	-	-	putative arabinose efflux transporter
3611865..3612914	+	349	87082271	yhhT	b3474	-	-	UPF0118 family putative transporter
3612969..3613556	+	195	1789886	acpT	b3475	-	-	4'-phosphopantetheinyl transferase
3613667..3615241	+	524	1789887	nikA	b3476	-	-	nickel-binding, heme-binding periplasmic protein
3615241..3616185	+	314	1789888	nikB	b3477	-	-	nickel transporter subunit
3616182..3617015	+	277	1789889	nikC	b3478	-	-	nickel transporter subunit
3617015..3617779	+	254	1789890	nikD	b3479	-	-	nickel transporter subunit
3617776..3618582	+	268	1789891	nikE	b3480	-	-	nickel transporter subunit
3618588..3618989	+	133	1789892	nikR	b3481	-	-	transcriptional repressor, Ni-binding
3619192..3623427	+	1411	48994942	rhsB	b3482	-	-	Rhs family putative polymorphic toxin, putative neighboring cell growth inhibitor
3623399..3623782	+	127	87082272	yhhH	b3483	-	-	putative immunity protein for putative polymorphic toxin RhsB
3624378..3625514	+	378	1789896	yhhI	b3484	-	-	putative transposase
3625679..3626803	-	374	226510979	yhhJ	b3485	-	-	inner membrane putative ABC transporter permease
3626803..3629538	-	911	48994943	rbbA	b3486	-	-	ribosome-associated ATPase: ATP-binding protein/ATP-binding membrane protein
3629535..3630602	-	355	1789900	yhiI	b3487	-	-	putative membrane fusion protein (MFP) of efflux pump
3630968..3632590	-	540	1789902	yhiJ	b3488	-	-	DUF4049 family protein
3634841..3635893	+	350	226510980	yhiM	b3491	-	-	acid resistance protein, inner membrane
3636208..3637410	-	400	2367234	yhiN	b3492	-	-	putative oxidoreductase
3637642..3639141	+	499	1789907	pitA	b3493	-	-	phosphate transporter, low-affinity; tellurite importer
3639385..3639720	-	111	1789908	uspB	b3494	-	-	universal stress (ethanol tolerance) protein B
3640111..3640545	+	144	1789909	uspA	b3495	-	-	universal stress global response regulator
3640862..3642331	+	489	1789911	dtpB	b3496	-	-	dipeptide and tripeptide permease B
3642380..3643132	-	250	1789912	rsmJ	b3497	-	-	16S rRNA m(2)G1516 methyltransferase, SAM-dependent
3643140..3645182	-	680	1789913	prlC	b3498	-	-	oligopeptidase A
3645385..3646227	+	280	1789914	rlmJ	b3499	-	-	23S rRNA m(6)A2030 methyltransferase, SAM-dependent
3646299..3647651	+	450	1789915	gor	b3500	-	-	glutathione oxidoreductase
3647705..3647788	-	27	558094919	dinQ	b4613	-	-	UV-inducible membrane toxin, DinQ-AgrB type I toxin-antitoxin system
3648528..3648881	+	117	1789916	arsR	b3501	-	-	arsenical resistance operon transcriptional repressor; autorepressor
3648935..3650224	+	429	87082277	arsB	b3502	-	-	arsenite/antimonite transporter
3650237..3650662	+	141	1789918	arsC	b3503	-	-	arsenate reductase
3652182..3653198	-	338	1789921	insH1	b3505	-	-	IS5 transposase and trans-activator
3653961..3654527	+	188	87082278	slp	b3506	-	-	outer membrane lipoprotein
3654683..3655213	+	176	1789923	dctR	b3507	-	-	LuxR family putative transcriptional regulator
3655255..3655902	-	215	1789924	yhiD	b3508	-	-	putative Mg(2+) transport ATPase, inner membrane protein
3655966..3656292	-	108	87082279	hdeB	b3509	-	-	acid-resistance protein
3656408..3656740	-	110	1789926	hdeA	b3510	-	-	stress response protein acid-resistance protein
3656995..3657567	+	190	1789927	hdeD	b3511	-	-	acid-resistance membrane protein
3658366..3658893	+	175	1789928	gadE	b3512	-	-	gad regulon transcriptional activator
3659232..3660389	+	385	1789929	mdtE	b3513	-	-	anaerobic multidrug efflux transporter, ArcA-regulated
3660414..3663527	+	1037	1789930	mdtF	b3514	-	-	anaerobic multidrug efflux transporter, ArcA-regulated
3663890..3664618	-	242	1789932	gadW	b3515	-	-	transcriptional activator of gadA and gadBC; repressor of gadX
3664986..3665810	-	274	1789933	gadX	b3516	-	-	acid resistance regulon transcriptional activator; autoactivator
3666180..3667580	-	466	1789934	gadA	b3517	-	-	glutamate decarboxylase A, PLP-dependent
3667791..3669188	-	465	1789935	yhjA	b3518	-	-	putative cytochrome C peroxidase
3669592..3671241	+	549	1789936	treF	b3519	-	-	cytoplasmic trehalase
3671292..3671894	-	200	1789937	yhjB	b3520	-	-	putative DNA-binding transcriptional response regulator
3672414..3673313	+	299	145693193	yhjC	b3521	-	-	LysR family putative transcriptional regulator
3673362..3674375	+	337	1789939	yhjD	b3522	-	-	inner membrane putative BrbK family alternate lipid exporter
3674786..3676108	+	440	1789941	yhjE	b3523	-	-	MFS superfamily sugar transport 1 family protein
3676290..3678350	-	686	226510981	yhjG	b3524	-	-	putative inner membrane-anchored periplasmic AsmA family protein
3678420..3679187	-	255	87082280	yhjH	b3525	-	-	cyclic-di-GMP phosphodiesterase, FlhDC-regulated
3679419..3680348	+	309	87082281	kdgK	b3526	-	-	2-dehydro-3-deoxygluconokinase
3680444..3681940	-	498	1789946	yhjJ	b3527	-	-	putative periplasmic M16 family chaperone
3682161..3683447	-	428	1789947	dctA	b3528	-	-	C4-dicarboxylic acid, orotate and citrate transporter
3683630..3685618	-	662	226510982	yhjK	b3529	-	-	cyclic-di-GMP phosphodiesterase
3685700..3689173	-	1157	226510983	bcsC	b3530	-	-	cellulose synthase subunit
3689155..3690261	-	368	1789951	bcsZ	b3531	-	-	endo-1,4-D-glucanase
3690268..3692607	-	779	1789952	bcsB	b3532	-	-	regulator of cellulose synthase, cyclic di-GMP binding
3692618..3695236	-	872	87082284	bcsA	b3533	-	-	cellulose synthase, catalytic subunit
3695997..3696185	-	62	1789956	yhjR	b3535	-	-	DUF2629 family protein
3696458..3698029	+	523	1789958	bcsE	b3536	-	-	cellulose production protein
3698026..3698217	+	63	87082285	bcsF	b3537	-	-	DUF2636 family small membrane protein associated with cellulose production
3698214..3699893	+	559	1789960	bcsG	b3538	-	-	DUF3260 family inner membrane protein associated with cellulose production
3699980..3700087	-	35	48994945	ldrD	b4453	-	-	toxic polypeptide, small
3700563..3701834	+	423	1789961	yhjV	b3539	-	-	putative transporter
3701864..3702868	-	334	1789962	dppF	b3540	-	-	dipeptide transporter
3702865..3703848	-	327	1789963	dppD	b3541	-	-	dipeptide/heme transporter
3703859..3704761	-	300	1789964	dppC	b3542	-	-	dipeptide/heme transporter
3704771..3705790	-	339	1789965	dppB	b3543	-	-	dipeptide/heme transporter
3706098..3707705	-	535	1789966	dppA	b3544	-	-	dipeptide transporter
3708784..3710475	-	563	87082286	eptB	b3546	-	-	KDO phosphoethanolamine transferase, Ca(2+)-inducible
3710799..3712007	-	402	1789969	yhjX	b3547	-	-	pyruvate-inducible inner membrane protein, putative transporter
3712236..3712934	-	232	87082287	yhjY	b3548	-	-	autotransporter beta-domain protein
3713092..3713655	+	187	1789971	tag	b3549	-	-	3-methyl-adenine DNA glycosylase I, constitutive
3713652..3714092	+	146	1789972	yiaC	b3550	-	-	putative acyl-CoA transferase
3714061..3716394	-	777	145693196	bisC	b3551	-	-	biotin sulfoxide reductase
3716547..3717206	+	219	48994946	yiaD	b3552	-	-	multicopy suppressor of bamB; outer membrane lipoprotein
3717310..3718284	+	324	87082289	ghrB	b3553	-	-	glyoxylate/hydroxypyruvate reductase B
3718334..3719044	-	236	87082290	yiaF	b3554	-	-	barrier effect co-colonization resistance factor; DUF3053 family lipoprotein
3719478..3719768	+	96	1789978	yiaG	b3555	-	-	HTH_CROC1 family putative transcriptional regulator
3720049..3720261	+	70	1789979	cspA	b3556	-	-	RNA chaperone and antiterminator, cold-inducible
3720448..3720600	-	50	48994947	hokA	b4455	-	-	toxic polypeptide, small
3720680..3721201	+	173	1789980	insJ	b3557	-	-	IS150 transposase A
3721198..3722049	+	283	1789981	insK	b3558	-	-	IS150 transposase B
3722328..3724397	-	689	1789982	glyS	b3559	-	-	glycine tRNA synthetase, beta subunit
3724407..3725318	-	303	1789983	glyQ	b3560	-	-	glycine tRNA synthetase, alpha subunit
3725413..3725712	-	99	87082291	ysaB	b4553	-	-	uncharacterized protein
3725887..3726882	+	331	1789984	wecH	b3561	-	-	O-acetyltransferase for enterobacterial common antigen (ECA)
3726924..3727361	-	145	87082292	yiaA	b3562	-	-	YiaAB family inner membrane protein, tandem domains
3727407..3727748	-	113	87082293	yiaB	b3563	-	-	YiaAB family inner membrane protein
3727917..3729371	-	484	1789987	xylB	b3564	-	-	xylulokinase
3729443..3730765	-	440	1789988	xylA	b3565	-	-	D-xylose isomerase
3731131..3732123	+	330	1789990	xylF	b3566	-	-	D-xylose transporter subunit
3732201..3733742	+	513	1789991	xylG	b3567	-	-	fused D-xylose transporter subunits of ABC superfamily: ATP-binding components
3733720..3734901	+	393	1789992	xylH	b3568	-	-	D-xylose ABC transporter permease subunit
3734979..3736157	+	392	1789993	xylR	b3569	-	-	xylose divergent operon transcriptional activator
3736353..3737177	-	274	48994948	bax	b3570	-	-	putative glucosaminidase
3737497..3739527	+	676	1789995	malS	b3571	-	-	alpha-amylase
3739705..3740958	+	417	48994949	avtA	b3572	-	-	valine-pyruvate aminotransferase 1
3741109..3741582	-	157	2367245	ysaA	b3573	-	-	putative hydrogenase, 4Fe-4S ferredoxin-type component
3741684..3742532	-	282	1789999	yiaJ	b3574	-	-	transcriptional repressor of yiaK-S operon
3742733..3743731	+	332	1790000	yiaK	b3575	-	-	2,3-diketo-L-gulonate reductase, NADH-dependent
3743743..3744210	+	155	1790001	yiaL	b3576	-	-	DUF386 family protein
3744328..3744801	+	157	1790002	yiaM	b3577	-	-	2,3-diketo-L-gulonate TRAP transporter small permease protein
3744804..3746081	+	425	48994950	yiaN	b3578	-	-	2,3-diketo-L-gulonate TRAP transporter large permease protein
3746094..3747080	+	328	1790004	yiaO	b3579	-	-	2,3-diketo-L-gulonate-binding periplasmic protein
3747084..3748580	+	498	1790005	lyxK	b3580	-	-	L-xylulose kinase
3748577..3749239	+	220	1790006	sgbH	b3581	-	-	3-keto-L-gulonate 6-phosphate decarboxylase
3749232..3750092	+	286	87082294	sgbU	b3582	-	-	putative L-xylulose 5-phosphate 3-epimerase
3750086..3750781	+	231	1790008	sgbE	b3583	-	-	L-ribulose-5-phosphate 4-epimerase
3751128..3751868	-	246	1790010	yiaT	b3584	-	-	putative outer membrane protein
3751992..3752966	+	324	1790011	yiaU	b3585	-	-	putative DNA-binding transcriptional regulator
3752963..3754099	-	378	1790012	yiaV	b3586	-	-	membrane fusion protein (MFP) component of efflux pump, signal anchor
3754105..3754428	-	107	1790013	yiaW	b3587	-	-	DUF3302 family inner membrane protein
3754973..3756511	-	512	87082295	aldB	b3588	-	-	aldehyde dehydrogenase B
3756676..3757827	-	383	48994951	yiaY	b3589	-	-	putative Fe-containing alcohol dehydrogenase, Pfam00465 family
3758017..3759861	-	614	2367247	selB	b3590	-	-	selenocysteinyl-tRNA-specific translation factor
3759858..3761249	-	463	2367248	selA	b3591	-	-	selenocysteine synthase
3761347..3761955	-	202	1790018	yibF	b3592	-	-	glutathione S-transferase homolog
3762183..3766316	+	1377	1790020	rhsA	b3593	-	-	Rhs family protein, putative polymorphic toxin; putative polysaccharide synthesis/export protein; putative neighboring cell growth inhibitor
3766337..3767179	+	280	1790021	yibA	b3594	-	-	HEAT-domain lethality reduction protein; putative immunity protein for putative polymorphic toxin RhsA
3768177..3768638	+	153	1790023	yibG	b3596	-	-	TPR-like repeat protein
3770243..3771379	-	378	1790024	yibH	b3597	-	-	putative membrane fusion protein (MFP) component of efflux pump
3771382..3771744	-	120	1790025	yibI	b3598	-	-	DUF3302 family inner membrane protein
3772281..3774194	+	637	1790027	mtlA	b3599	-	-	fused mannitol-specific PTS enzymes: IIA components/IIB components/IIC components
3774424..3775572	+	382	1790028	mtlD	b3600	-	-	mannitol-1-phosphate dehydrogenase, NAD-dependent
3775572..3776159	+	195	1790029	mtlR	b3601	-	-	mannitol operon repressor
3776171..3776380	-	69	87082296	yibT	b4554	-	-	uncharacterized protein
3776665..3777027	+	120	1790030	yibL	b3602	-	-	ribosome-associated DUF2810 family protein
3777399..3779054	+	551	1790031	lldP	b3603	-	-	L-lactate permease
3779054..3779830	+	258	1790032	lldR	b3604	-	-	dual role activator/repressor for lldPRD operon
3779827..3781017	+	396	1790033	lldD	b3605	-	-	L-lactate dehydrogenase, FMN-linked
3781215..3781688	+	157	1790034	trmL	b3606	-	-	tRNA Leu mC34,mU34 2'-O-methyltransferase, SAM-dependent
3781741..3782562	-	273	1790035	cysE	b3607	-	-	serine acetyltransferase
3782642..3783661	-	339	1790037	gpsA	b3608	-	-	glycerol-3-phosphate dehydrogenase (NAD+)
3783661..3784128	-	155	1790038	secB	b3609	-	-	protein export chaperone
3784191..3784442	-	83	1790039	grxC	b3610	-	-	glutaredoxin 3
3784584..3785015	-	143	1790040	yibN	b3611	-	-	putative rhodanese-related sulfurtransferase
3785260..3786804	+	514	1790041	gpmM	b3612	-	-	phosphoglycero mutase III, cofactor-independent
3786838..3788097	+	419	87082297	envC	b3613	-	-	activator of AmiB,C murein hydrolases, septal ring factor
3788101..3789060	+	319	87082298	yibQ	b3614	-	-	putative polysaccharide deacetylase
3789047..3790081	-	344	1790044	waaH	b3615	-	-	LPS(HepIII)-glucuronic acid glycosyltransferase
3790320..3791345	-	341	1790045	tdh	b3616	-	-	L-threonine 3-dehydrogenase, NAD(P)-binding
3791355..3792551	-	398	1790046	kbl	b3617	-	-	glycine C-acetyltransferase
3792826..3793683	-	285	87082299	yibB	b3618	-	-	YibB family protein, function unknown
3793987..3794919	+	310	1790049	hldD	b3619	-	-	ADP-L-glycero-D-mannoheptose-6-epimerase, NAD(P)-binding
3794929..3795975	+	348	1790050	waaF	b3620	-	-	ADP-heptose:LPS heptosyltransferase II
3795979..3796938	+	319	1790051	waaC	b3621	-	-	ADP-heptose:LPS heptosyl transferase I
3796948..3798207	+	419	1790052	waaL	b3622	-	-	O-antigen ligase
3798239..3799312	-	357	1790053	waaU	b3623	-	-	lipopolysaccharide core biosynthesis
3799345..3800196	-	283	1790054	waaZ	b3624	-	-	lipopolysaccharide core biosynthesis protein
3800267..3800965	-	232	1790055	waaY	b3625	-	-	lipopolysaccharide core biosynthesis protein
3800983..3801999	-	338	1790056	waaJ	b3626	-	-	UDP-D-glucose:(galactosyl)lipopolysaccharide glucosyltransferase
3802039..3803058	-	339	1790057	waaR	b3627	-	-	UDP-D-galactose:(glucosyl)lipopolysaccharide-alpha-1,3-D-galactosyltransferase
3803058..3804137	-	359	226510984	waaB	b3628	-	-	UDP-D-galactose:(glucosyl)lipopolysaccharide-1,6-D-galactosyltransferase
3804181..3805116	-	311	1790059	waaS	b3629	-	-	lipopolysaccharide core biosynthesis protein
3805153..3805950	-	265	1790060	waaP	b3630	-	-	kinase that phosphorylates core heptose of lipopolysaccharide
3805943..3807067	-	374	1790061	waaG	b3631	-	-	glucosyltransferase I
3807064..3808098	-	344	1790062	waaQ	b3632	-	-	lipopolysaccharide core biosynthesis protein
3808540..3809817	+	425	1790064	waaA	b3633	-	-	3-deoxy-D-manno-octulosonic-acid transferase (KDO transferase)
3809825..3810304	+	159	1790065	coaD	b3634	-	-	pantetheine-phosphate adenylyltransferase
3810343..3811152	-	269	1790066	mutM	b3635	-	-	formamidopyrimidine/5-formyluracil/ 5-hydroxymethyluracil DNA glycosylase
3811250..3811417	-	55	1790067	rpmG	b3636	-	-	50S ribosomal subunit protein L33
3811438..3811674	-	78	1790068	rpmB	b3637	-	-	50S ribosomal subunit protein L28
3811891..3812559	-	222	87082300	yicR	b3638	-	-	UPF0758 family protein
3812731..3813951	+	406	87082301	dfp	b3639	-	-	fused 4'-phosphopantothenoylcysteine decarboxylase/phosphopantothenoylcysteine synthetase, FMN-binding
3813932..3814387	+	151	1790071	dut	b3640	-	-	deoxyuridinetriphosphatase
3814494..3815090	+	198	87082302	slmA	b3641	-	-	nucleoid occlusion factor, anti-FtsZ division inhibitor
3815127..3815768	-	213	1790073	pyrE	b3642	-	-	orotate phosphoribosyltransferase
3816676..3817539	+	287	1790075	yicC	b3644	-	-	UPF0701 family protein
3817760..3818584	+	274	87082303	dinD	b3645	-	-	DNA damage-inducible protein
3818874..3819491	+	205	87082304	yicG	b3646	-	-	UPF0126 family inner membrane protein
3819488..3821170	-	560	87082305	ligB	b3647	-	-	DNA ligase, NAD(+)-dependent
3821428..3822051	+	207	1790080	gmk	b3648	-	-	guanylate kinase
3822106..3822381	+	91	1790081	rpoZ	b3649	-	-	RNA polymerase, omega subunit
3822400..3824508	+	702	1790082	spoT	b3650	-	-	bifunctional (p)ppGpp synthetase II/ guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase
3824515..3825204	+	229	1790083	trmH	b3651	-	-	tRNA mG18-2'-O-methyltransferase, SAM-dependent
3825210..3827291	+	693	2367254	recG	b3652	-	-	ATP-dependent DNA helicase
3827460..3828665	-	401	1790085	gltS	b3653	-	-	glutamate transporter
3828945..3830336	+	463	1790087	xanP	b3654	-	-	xanthine permease
3830457..3832166	+	569	1790088	yicH	b3655	-	-	putative inner membrane-anchored periplasmic AsmA family protein
3832219..3834537	-	772	2367256	yicI	b3656	-	-	putative alpha-glucosidase
3834547..3835929	-	460	87082306	yicJ	b3657	-	-	putative transporter
3836953..3838137	+	394	1790091	setC	b3659	-	-	putative arabinose efflux transporter
3838248..3839171	+	307	1790092	yicL	b3660	-	-	EamA family inner membrane putative transporter
3839175..3839993	-	272	1790093	nlpA	b3661	-	-	cytoplasmic membrane lipoprotein-28
3840215..3840508	+	97	87082307	yicS	b4555	-	-	putative periplasmic protein
3840549..3841739	-	396	145693198	nepI	b3662	-	-	putative transporter
3841950..3842402	-	150	87082308	yicN	b3663	-	-	DUF1198 family protein
3842455..3843789	-	444	87082309	yicO	b3664	-	-	putative adenine permease
3843964..3845730	+	588	1790098	ade	b3665	-	-	cryptic adenine deaminase
3845776..3847167	-	463	2367259	uhpT	b3666	-	-	hexose phosphate transporter
3847305..3848624	-	439	87082310	uhpC	b3667	-	-	membrane protein regulates uhpT expression
3848634..3850136	-	500	87082311	uhpB	b3668	-	-	sensory histidine kinase in two-component regulatory sytem with UhpA
3850136..3850726	-	196	1790102	uhpA	b3669	-	-	response regulator in two-component regulatory system wtih UhpB
3850802..3851092	-	96	1790103	ilvN	b3670	-	-	acetolactate synthase 1 small subunit
3851096..3852784	-	562	1790104	ilvB	b3671	-	-	acetolactate synthase 2 large subunit
3852890..3852988	-	32	1790106	ivbL	b3672	-	-	ilvB operon leader peptide
3853553..3853642	+	29	145693200	tisB	b4618	-	-	toxic membrane persister formation peptide, LexA-regulated
3853922..3855106	+	394	87082312	emrD	b3673	-	-	multidrug efflux system protein
3855114..3855611	-	165	1790108	yidF	b3674	-	-	putative Cys-type oxidative YidJ-maturating enzyme
3855608..3855970	-	120	1790109	yidG	b3675	-	-	inner membrane protein
3855960..3856307	-	115	1790110	yidH	b3676	-	-	DUF202 family inner membrane protein
3856415..3856864	+	149	1790111	yidI	b3677	-	-	inner membrane protein
3856911..3858404	-	497	1790112	yidJ	b3678	-	-	sulfatase/phosphatase superfamily protein
3858401..3860116	-	571	1790113	yidK	b3679	-	-	putative transporter
3860283..3861176	+	297	226510985	yidL	b3680	-	-	AraC family putative transcriptional regulator
3863899..3864615	+	238	1790118	yidP	b3684	-	-	UTRA domain-containing GntR family putative transcriptional regulator
3864612..3866273	-	553	87082315	yidE	b3685	-	-	putative transporter
3866469..3866897	-	142	87082316	ibpB	b3686	-	-	heat shock chaperone
3867009..3867422	-	137	1790122	ibpA	b3687	-	-	heat shock chaperone
3867728..3868060	+	110	87082317	yidQ	b3688	-	-	DUF1375 family outer membrane protein
3868062..3869309	-	415	308199520	yidR	b3689	-	-	DUF3748 family protein
3869377..3870441	+	354	87082319	cbrA	b3690	-	-	colicin M resistance protein; FAD-binding protein, putative oxidoreductase
3870438..3871730	-	430	87082320	dgoT	b3691	-	-	D-galactonate transporter
3871850..3872998	-	382	48994953	dgoD	b4478	-	-	galactonate dehydratase
3872995..3873612	-	205	48994954	dgoA	b4477	-	-	2-oxo-3-deoxygalactonate 6-phosphate aldolase
3873596..3874474	-	292	1790128	dgoK	b3693	-	-	2-oxo-3-deoxygalactonate kinase
3874471..3875160	-	229	48994955	dgoR	b4479	-	-	putative DNA-binding transcriptional regulator
3875438..3876094	+	218	48994956	yidX	b3696	-	-	putative lipoprotein
3876140..3876952	-	270	2367265	yidA	b3697	-	-	sugar phosphate phosphatase; substrates include erythrose 4-P and mannose 1-P phosphatase
3877067..3877465	-	132	87082321	yidB	b3698	-	-	DUF937 family protein
3877705..3880119	-	804	48994957	gyrB	b3699	-	-	DNA gyrase, subunit B
3880148..3881221	-	357	1790135	recF	b3700	-	-	gap repair protein
3881221..3882321	-	366	1790136	dnaN	b3701	-	-	DNA polymerase III, beta subunit
3882326..3883729	-	467	2367267	dnaA	b3702	-	-	chromosomal replication initiator protein DnaA, DNA-binding transcriptional dual regulator
3884336..3884476	+	46	1790138	rpmH	b3703	-	-	50S ribosomal subunit protein L34
3884493..3884852	+	119	1790139	rnpA	b3704	-	-	protein C5 component of RNase P
3884816..3885073	+	85	87082322	yidD	b4557	-	-	membrane protein insertion efficiency factor, inner membrane protein, UPF0161 family
